fips,TOT_POP,0-9 y/o % of total pop,10-19 y/o % of total pop,20-29 y/o % of total pop,30-39 y/o % of total pop,40-49 y/o % of total pop,50-59 y/o % of total pop,60-69 y/o % of total pop,70-79 y/o % of total pop,80+ y/o % of total pop,% White-alone,Black-alone pop,% Black-alone,Native American/American Indian-alone pop,% NA/AI-alone,Asian-alone pop,% Asian-alone,Hawaiian/Pacific Islander-alone pop,% Hawaiian/PI-alone,Two or more races pop,% Two or more races,N_POP_CHG_2018,GQ_ESTIMATES_2018,R_birth_2018,R_death_2018,R_NATURAL_INC_2018,R_INTERNATIONAL_MIG_2018,R_DOMESTIC_MIG_2018,Percent of adults with less than a high school diploma 2014-18,Percent of adults with a high school diploma only 2014-18,Percent of adults completing some college or associate's degree 2014-18,Percent of adults with a bachelor's degree or higher 2014-18,PCTPOVALL_2018,PCTPOV017_2018,MEDHHINC_2018,Unemployment_rate_2018,Med_HH_Income_Percent_of_State_Total_2018,Active Physicians per 100000 Population 2018 (AAMC),Active Primary Care Physicians per 100000 Population 2018 (AAMC),Active General Surgeons per 100000 Population 2018 (AAMC),Active Patient Care General Surgeons per 100000 Population 2018 (AAMC),Total Hospitals (2019),ICU Beds_x,Percent of Population Aged 60+,STATE_FIPS,CNTY_FIPS,anycondition_prevalence,Obesity_prevalence,Heart disease_prevalence,COPD_prevalence,diabetes_prevalence,CKD_prevalence,Urban_rural_code
24005,828431,11.84685266,12.46018075,12.95183304,13.32591369,11.9189166,13.63601797,12.12001965,6.997565277,4.742700358,60.81230664,246356,29.73766071,3637,0.439022683,52462,6.332693972,628,0.075805951,21560,2.602510046,-172,21417,11.6,10.3,1.2,3.2,-4.6,8.9,26.2,26.3,38.6,9.9,13.0,75836,4.0,91.3,386.0,116.2,9.6,7.5,6.854787862,123,22.5,24,5,42.1,31.6,6.4,6.8,12.0,2.9,2
24009,92003,11.60505636,13.91802441,11.57570949,12.31698966,12.34090193,16.65380477,11.60179559,6.744345293,3.243372499,81.33539124,12061,13.10935513,419,0.455419932,1738,1.889068835,102,0.11086595,2852,3.099898916,638,642,9.8,8.1,1.7,0.3,5.1,6.1,30.3,32.4,31.1,5.4,6.6,106270,3.5,127.9,386.0,116.2,9.6,7.5,0.761271666,4,20.0,24,9,42.3,30.8,6.3,6.8,11.3,2.7,2
24011,33304,12.5990872,13.24765794,11.93550324,12.20273841,12.41292337,14.45472015,12.08263272,7.365481624,3.699255345,80.94222916,4735,14.21751141,284,0.85275042,404,1.213067499,107,0.321282729,817,2.45315878,196,441,11.7,10.4,1.4,1.8,2.8,16.1,40.7,26.4,16.9,13.2,19.9,56627,3.8,68.2,386.0,116.2,9.6,7.5,0.275571357,0,21.0,24,11,53.4,40.1,8.3,9.6,14.6,3.4,6
24013,168429,11.1512863,13.0363536,11.52829976,11.89818855,12.36307287,16.45500478,12.04958766,7.50642704,4.011779444,91.9141003,6417,3.80991397,458,0.271924669,3375,2.003811695,128,0.075996414,3241,1.924252949,809,3365,9.8,9.2,0.6,0.3,4.0,7.8,29.9,26.7,35.6,6.0,6.1,95956,3.2,115.5,386.0,116.2,9.6,7.5,1.393652658,10,22.0,24,13,36.6,28.4,6.5,6.8,9.8,2.7,2
24015,102826,11.77620446,13.11633245,12.31400619,12.05726178,12.4900317,15.55832183,12.45404859,6.99239492,3.24139809,88.47762239,7377,7.174255538,422,0.410402038,1495,1.453912435,68,0.066131134,2486,2.417676463,253,1372,10.8,9.8,0.9,0.9,0.6,11.0,37.7,28.5,22.8,8.3,12.8,72739,4.4,87.6,386.0,116.2,9.6,7.5,0.850825738,5,20.6,24,15,43.9,33.0,7.2,8.2,11.4,2.9,2
24017,161503,12.5112227,13.88581017,12.77623326,12.93598261,13.9638273,15.64986409,10.10259871,5.55841068,2.616050476,42.75833885,79150,49.00837755,1234,0.764072494,5485,3.396221742,227,0.140554665,6351,3.932434692,2052,1407,11.2,7.1,4.1,0.6,8.1,6.9,31.4,32.8,28.9,6.6,9.3,92616,3.9,111.5,386.0,116.2,9.6,7.5,1.336344009,10,16.7,24,17,48.4,41.6,5.6,6.2,12.6,2.8,2
24019,31998,11.18819926,11.61010063,11.4944684,10.79442465,10.95693481,14.67279205,14.34777174,9.750609413,5.184699044,66.87292956,9285,29.01743859,163,0.509406838,382,1.193824614,19,0.059378711,751,2.347021689,-147,501,10.8,12.3,-1.5,2.3,-5.4,13.1,39.4,26.7,20.8,15.4,27.0,48682,5.2,58.6,386.0,116.2,9.6,7.5,0.264764962,0,27.5,24,19,51.6,40.0,9.0,9.7,16.0,3.7,5
24021,255648,12.19763112,13.49981224,12.12878646,13.40045688,13.31205407,14.89548129,10.87980348,6.26095256,3.425021905,81.21714232,26526,10.37598573,1251,0.489344724,12284,4.805044436,236,0.092314432,7721,3.020168356,4689,4348,11.0,7.1,3.9,2.6,12.0,7.6,24.3,27.5,40.6,6.2,7.4,95196,3.5,114.6,386.0,116.2,9.6,7.5,2.115339488,18,19.0,24,21,40.7,31.6,5.9,6.2,10.1,2.6,2
24023,29163,9.546342969,11.05510407,11.42200734,10.57161472,11.97750574,15.03617598,14.9264479,10.23557247,5.229228817,97.46253815,302,1.035558756,65,0.222885163,113,0.387477283,1,0.003429003,259,0.888111648,-98,529,9.5,12.0,-2.5,0.2,-1.1,10.7,43.8,25.4,20.1,12.2,18.4,49147,4.8,59.2,386.0,116.2,9.6,7.5,0.241306975,2,28.6,24,23,44.2,30.5,9.1,9.8,13.2,3.4,6
24025,253956,11.63981162,12.85852667,11.99223488,12.81324324,12.63250327,15.21917183,11.99184111,7.258737734,3.593929657,79.21017814,36883,14.523382,824,0.324465656,7802,3.072185733,271,0.106711399,7017,2.763077068,2066,2748,10.4,8.6,1.8,1.0,5.4,7.2,26.6,30.4,35.8,7.0,9.7,87959,3.6,105.9,386.0,116.2,9.6,7.5,2.101339166,19,21.3,24,25,44.3,32.9,6.4,6.8,11.6,2.8,2
24027,323196,12.66197601,13.98655924,11.62359683,13.53172688,14.04936942,14.42251761,10.58490823,6.228728078,2.910617706,56.60032921,64760,20.0373767,1352,0.418322009,61608,19.06211711,286,0.088491194,12260,3.793363779,3822,1686,11.0,5.7,5.3,4.0,2.7,4.5,14.0,20.2,61.4,5.2,6.2,116719,3.0,140.5,386.0,116.2,9.6,7.5,2.674260159,16,18.3,24,27,32.8,24.5,4.9,4.6,9.2,2.4,2
24029,19383,8.342361863,11.762885,12.64510138,9.85915493,8.904710313,13.9606872,15.15761234,12.41293917,6.9545478,81.37027292,2900,14.96156426,63,0.325027086,267,1.377495744,11,0.056750761,370,1.908889233,-54,1504,7.5,15.2,-7.7,0.3,4.7,12.0,28.6,25.2,34.2,12.9,19.2,55514,4.3,66.8,386.0,116.2,9.6,7.5,0.160383126,6,31.6,24,29,44.0,32.6,8.8,8.6,12.9,3.5,6
24031,1052567,12.65867161,12.70712458,11.72067906,13.75674898,13.59210388,13.82638825,11.19111658,6.463436532,4.083730537,60.24661613,209463,19.90020588,7707,0.732209921,164041,15.58485113,1119,0.106311522,36101,3.429805419,4323,9013,12.0,6.0,6.0,8.3,-10.2,8.7,13.3,18.9,59.0,6.9,8.4,107758,3.2,129.7,386.0,116.2,9.6,7.5,8.709383757,150,20.2,24,31,32.5,24.4,5.1,4.6,10.4,2.6,2
24033,909308,12.79918355,12.37512482,14.23753008,14.17308547,13.14021212,14.06278181,10.81756677,5.740189243,2.654326147,26.96226141,585797,64.42228596,10770,1.184417161,41002,4.509143217,1757,0.193223858,24812,2.728668394,507,20009,13.2,7.7,5.5,5.9,-10.9,13.5,25.7,28.2,32.7,8.3,12.0,82445,4.1,99.2,386.0,116.2,9.6,7.5,7.523998307,89,17.6,24,33,46.0,38.9,5.4,5.6,14.4,3.2,2
24035,50251,10.94704583,12.7062148,10.44954329,10.78187499,12.14503194,16.79170564,13.14799705,9.142106625,3.888479831,89.73353764,3232,6.431712802,234,0.465662375,596,1.186046049,57,0.113430579,1040,2.069610555,584,437,10.1,8.2,1.9,1.0,8.8,7.9,29.6,27.7,34.9,6.5,8.6,93751,3.3,112.8,386.0,116.2,9.6,7.5,0.41579799,0,24.6,24,35,38.9,28.5,6.7,7.2,10.4,2.8,2
24037,112664,13.06184762,13.84648157,13.54558688,13.58375346,12.41567848,14.7420649,10.07420294,5.786231627,2.944152524,78.25126038,16569,14.7065611,516,0.457999006,3316,2.943264929,109,0.096747852,3993,3.544166726,251,2791,12.1,7.6,4.6,0.4,-2.7,10.2,30.0,28.4,31.5,8.0,10.6,89964,3.8,108.3,386.0,116.2,9.6,7.5,0.932229503,12,17.1,24,37,47.7,36.2,6.2,6.9,10.8,2.6,4
24039,25675,9.787731256,12.28432327,19.07692308,11.77020448,11.09639727,12.66601753,12.11295034,7.053554041,4.151898734,53.90847128,10794,42.04089581,126,0.490749757,235,0.915287244,17,0.066212269,662,2.578383642,-238,5308,9.6,10.7,-1.0,1.4,-9.6,18.1,40.3,26.0,15.7,23.4,31.4,42098,6.9,50.7,386.0,116.2,9.6,7.5,0.21244579,0,21.6,24,39,48.5,36.0,8.2,9.3,14.9,3.5,3
24041,36968,9.662410734,10.22776455,9.367561134,9.721921662,9.932914953,13.95260766,15.66219433,13.53332612,7.939298853,83.24496862,4782,12.93551179,149,0.403051288,529,1.430967323,76,0.205583207,658,1.779917767,-52,373,9.1,13.0,-4.0,0.1,2.6,9.4,25.6,26.4,38.6,9.2,14.6,64245,3.7,77.3,386.0,116.2,9.6,7.5,0.30588884,16,34.4,24,41,41.6,30.0,8.8,8.5,12.1,3.7,5
24043,150926,11.67194519,12.38620251,12.62539258,12.57901223,12.91825133,14.20232432,11.76338073,7.330744868,4.522746247,82.5709288,18276,12.10924559,491,0.325324994,2881,1.908882499,132,0.08746008,4525,2.998158038,638,8314,10.9,10.1,0.8,1.4,2.1,13.1,36.4,29.1,21.4,11.1,16.5,62556,4.3,75.3,386.0,116.2,9.6,7.5,1.248825446,48,22.2,24,43,48.7,37.3,7.5,8.7,13.3,3.1,3
24045,103195,12.04612627,15.10053782,16.32346528,11.17689811,10.80381801,12.36203304,11.41818887,7.085614613,3.68331799,66.47899608,27969,27.10305732,396,0.383739522,3196,3.097049276,143,0.138572605,2888,2.798585203,832,4881,12.1,10.2,1.9,2.8,3.4,11.9,32.5,28.8,26.8,14.6,20.1,54313,5.2,65.4,386.0,116.2,9.6,7.5,0.853878999,24,20.9,24,45,46.2,36.9,7.0,7.8,12.9,3.0,3
24047,51823,8.963201667,9.972406075,10.25220462,9.681029659,10.36991297,14.85633792,16.23796384,12.80319549,6.863747757,83.06157498,6797,13.115798,214,0.41294406,764,1.474248886,22,0.042452193,981,1.892981881,246,722,7.8,13.4,-5.5,0.2,10.1,9.1,31.6,28.8,30.4,10.4,17.7,59266,8.0,71.3,386.0,116.2,9.6,7.5,0.428805382,6,34.2,24,47,45.9,36.4,8.8,8.6,14.0,3.6,3
24510,602495,12.01188392,11.16988523,16.83897792,16.18005129,10.98631524,12.74516801,10.98764305,5.756728272,3.323347082,31.75296061,378476,62.81811467,2723,0.451953958,16663,2.765666105,479,0.079502734,12844,2.131801924,-7346,26054,13.1,11.4,1.7,3.3,-17.1,15.1,29.9,23.8,31.2,18.9,26.1,50501,5.7,60.8,386.0,116.2,9.6,7.5,4.985298007,508,18.7,24,510,44.4,34.8,6.3,7.4,14.1,3.6,1
25001,213413,7.627464119,9.325111404,9.745423194,8.813427486,9.556118887,15.22915661,18.32550032,13.73205943,7.645738545,92.2746037,7173,3.361088593,1625,0.761434402,3444,1.613772357,138,0.064663352,4107,1.924437593,-69,4108,7.3,13.6,-6.3,1.8,4.3,4.5,24.3,28.4,42.8,8.0,9.9,69001,4.3,86.4,449.5,134.3,9.6,7.3,2.318984276,34,37.7,25,1,37.9,25.0,8.2,7.3,10.5,3.3,4
25003,126348,8.623009466,11.10029442,12.08566815,10.74809257,10.86522937,15.26181657,15.31247032,9.897267863,6.106151265,91.9563428,4457,3.527558806,405,0.320543262,2165,1.713521385,64,0.05065375,3072,2.431379998,-137,5889,7.8,11.7,-3.9,3.5,-0.5,8.9,29.9,27.9,33.4,11.3,15.9,58375,4.0,73.1,449.5,134.3,9.6,7.3,1.372920231,24,29.2,25,3,38.4,26.2,7.9,7.6,10.6,3.2,4
25005,564022,10.84071189,12.3300155,13.10019822,12.57078625,12.75925407,14.85473971,11.97790157,7.183939634,4.382453167,88.70841918,32164,5.702614437,3541,0.62781239,14084,2.497065717,707,0.12534972,13191,2.33873856,3451,15523,10.0,9.7,0.3,3.5,2.4,15.1,29.9,27.0,28.0,10.8,14.3,66005,4.3,82.7,449.5,134.3,9.6,7.3,6.128765114,96,22.3,25,5,40.6,29.6,7.0,7.4,9.7,2.9,2
25007,17352,9.58967266,9.606961734,9.854771784,11.35892116,11.73928077,15.3065929,16.8165053,11.12263716,4.604656524,90.07607192,775,4.466343937,218,1.256339327,192,1.106500692,10,0.057630244,527,3.037113877,31,142,9.5,7.5,2.0,0.2,-0.2,4.5,24.3,27.1,44.2,7.7,11.7,70224,4.6,88.0,449.5,134.3,9.6,7.3,0.188549972,0,29.6,25,7,34.1,25.6,7.2,6.6,10.1,3.0,5
25009,790638,11.38637404,12.62929432,12.75918941,12.37848421,12.28248579,14.73303838,12.32321239,7.118428408,4.389493042,85.19840939,55976,7.079851968,7012,0.886878698,30829,3.899256044,1332,0.168471538,21878,2.767132367,5478,19527,10.7,8.8,2.0,7.8,-2.8,10.7,25.2,24.7,39.4,10.7,13.3,76373,3.4,95.7,449.5,134.3,9.6,7.3,8.591215576,98,22.4,25,9,38.5,30.1,6.4,6.3,9.8,2.8,2
25011,70963,9.155475389,10.10244775,11.03673745,12.20636106,11.82729028,14.94018009,16.82989727,9.263982639,4.63762806,93.81931429,1143,1.610698533,339,0.477713738,1274,1.795301777,112,0.157828728,1518,2.139142934,176,1511,8.1,10.0,-1.8,3.6,0.8,6.9,28.0,27.9,37.2,10.6,14.5,58992,3.0,73.9,449.5,134.3,9.6,7.3,0.771096799,6,27.9,25,11,39.0,29.2,7.5,7.3,10.0,3.1,5
25013,470406,11.32255966,13.2426032,14.26682483,12.44520691,11.63973249,13.6803102,11.9762503,7.024995429,4.401516987,82.77743056,51032,10.84850108,3736,0.794207557,12723,2.704684889,834,0.177293657,12691,2.697882255,2138,15129,10.4,9.7,0.7,9.1,-5.3,14.7,29.5,28.7,27.2,16.7,25.8,52682,4.6,66.0,449.5,134.3,9.6,7.3,5.111516717,119,22.1,25,13,41.3,32.0,7.3,7.3,10.5,3.2,3
25015,161355,7.283319389,15.42561433,20.7114747,10.11062564,9.969322302,12.70924359,12.51588113,7.263487342,4.011031576,88.03569769,5514,3.417309659,478,0.296241207,9318,5.774844287,120,0.074370178,3875,2.401536984,117,22324,6.2,7.9,-1.7,5.4,-2.9,5.6,23.6,24.3,46.5,11.1,9.4,74456,3.0,93.3,449.5,134.3,9.6,7.3,1.753312628,11,21.7,25,15,32.0,23.9,5.8,5.6,7.9,2.5,3
25017,1614714,10.72722476,11.9276231,14.85879233,14.66228694,12.76300323,13.72732261,10.95085569,6.360940699,4.021950636,78.46968565,95510,5.914979371,4231,0.262027827,207504,12.85082064,1067,0.066079814,39341,2.436406695,9720,56809,10.4,7.4,3.1,9.1,-6.1,6.9,19.6,18.4,55.2,7.3,8.0,100374,2.7,125.8,449.5,134.3,9.6,7.3,17.54577451,216,20.2,25,17,29.2,21.0,5.1,4.8,7.5,2.4,2
25019,11327,12.28039198,10.4175863,11.76834113,15.36152556,15.07018628,13.9931138,11.6094288,5.906241723,3.593184427,85.221153,1209,10.67361172,47,0.414937759,191,1.686236426,4,0.035313852,223,1.968747241,57,56,14.3,4.8,9.6,9.5,-14.0,4.7,18.4,25.2,51.7,5.9,5.6,97525,4.4,122.2,449.5,134.3,9.6,7.3,0.123081232,0,20.9,25,19,32.8,26.5,5.5,5.0,8.1,2.5,6
25021,705388,10.95737381,12.53551237,12.51963458,13.02829081,12.88000363,14.69092188,11.80867834,6.935615576,4.643968993,78.09957073,54772,7.764804618,1488,0.210947734,83346,11.81562488,325,0.046073934,14552,2.062978106,4071,17045,10.2,8.4,1.8,6.0,-2.0,6.1,19.5,21.4,53.0,6.5,5.9,100184,3.0,125.5,449.5,134.3,9.6,7.3,7.66487365,59,22.3,25,21,32.9,23.8,5.5,4.9,8.2,2.5,2
25023,518132,10.94991238,12.91852269,11.53335443,11.29191017,12.62303814,15.48794516,12.9966881,8.035018103,4.163610817,84.65487559,58764,11.34151143,1709,0.329838728,8011,1.546131102,680,0.131240688,10344,1.996402461,3163,11373,9.9,9.1,0.9,3.2,2.2,7.1,27.9,28.3,36.7,6.2,7.3,89678,3.5,112.4,449.5,134.3,9.6,7.3,5.63011607,47,23.6,25,23,39.3,27.9,6.8,6.2,9.3,2.8,2
25025,807252,9.662658005,11.04066636,22.43078989,17.84523296,11.13518455,10.9751354,8.897097808,4.930554523,3.082680501,61.51350508,199131,24.66776174,5947,0.736696843,74720,9.256093512,1435,0.177763573,29450,3.648179255,5797,50684,11.6,6.6,5.0,15.9,-13.7,14.5,22.4,18.3,44.8,17.5,24.1,68743,3.0,86.1,449.5,134.3,9.6,7.3,8.771746307,447,16.1,25,25,29.0,22.2,5.0,5.0,8.7,2.6,1
25027,830839,11.07555134,12.8718079,13.31377078,12.7012574,12.75301232,14.96390998,11.85608764,6.535321524,3.929281124,85.8984713,49477,5.9550647,3336,0.401521835,44707,5.380946248,589,0.070892195,19052,2.293103718,4910,28276,10.3,8.8,1.5,6.3,-1.8,9.6,28.1,26.3,35.9,9.0,10.8,71767,3.5,89.9,449.5,134.3,9.6,7.3,9.028046917,169,20.8,25,27,39.3,31.3,6.2,6.0,9.4,2.7,3
26001,10362,6.465933218,7.430997877,7.411696584,7.044972013,8.695232581,15.77880718,21.64640031,17.50627292,8.019687319,97.14340861,50,0.48253233,75,0.723798495,39,0.376375217,7,0.067554526,125,1.206330824,39,127,5.5,16.8,-11.3,0.1,14.9,11.4,39.2,33.7,15.7,19.5,31.6,39862,6.6,70.4,287.0,97.8,7.9,6.7,0.149273778,0,45.2,26,1,50.5,34.8,12.9,13.2,16.0,4.5,6
26003,9097,7.5519402,9.26679125,10.86072332,11.54226668,10.7617896,15.11487304,18.0608992,11.17950973,5.661206991,84.69825217,664,7.299109597,401,4.408046609,41,0.450698032,1,0.010992635,285,3.132900956,-40,1051,6.5,12.2,-5.7,0.1,1.1,10.8,44.3,27.5,17.4,12.6,18.5,47441,7.8,83.8,287.0,97.8,7.9,6.7,0.131050334,0,33.8,26,3,48.8,37.6,10.2,11.0,13.4,3.7,6
26005,117327,12.93734605,13.54504931,11.54465724,11.99638617,12.11571079,14.33259182,12.83336316,7.203797932,3.491097531,94.8767121,1776,1.51371807,870,0.741517298,1053,0.897491626,43,0.036649706,2269,1.933911205,894,955,11.7,7.9,3.8,0.4,3.5,9.3,37.8,30.1,22.7,10.7,13.6,62247,3.3,109.9,287.0,97.8,7.9,6.7,1.690199246,0,21.7,26,5,41.5,30.6,7.6,9.0,10.6,3.0,5
26007,28360,9.721438646,10.84978843,10.45486601,10.60296192,10.92383639,15.24330042,15.97320169,10.05994358,6.170662906,96.89703808,145,0.511283498,182,0.641748942,165,0.58180536,17,0.059943583,371,1.308180536,-78,513,8.5,12.1,-3.6,0.1,0.8,8.4,33.5,40.7,17.5,15.3,22.6,42792,5.1,75.6,287.0,97.8,7.9,6.7,0.408550893,9,29.7,26,7,46.2,33.7,9.9,10.8,12.6,3.6,5
26009,23365,9.060560668,10.85812112,9.343034453,9.107639632,9.796704473,15.21078536,18.12112134,12.31756901,6.184463942,96.61459448,80,0.342392467,279,1.19409373,69,0.295313503,15,0.064198588,348,1.489407233,96,226,8.8,11.8,-2.9,0.1,6.9,8.5,32.0,31.3,28.2,10.6,18.7,56456,5.6,99.7,287.0,97.8,7.9,6.7,0.336593498,0,35.0,26,9,49.5,35.9,10.1,10.6,12.8,3.7,6
26011,15041,9.474104115,10.40489329,9.886310751,9.859716774,10.42483877,15.53088226,18.01741905,10.95006981,5.451765175,96.25024932,73,0.485340071,185,1.229971411,48,0.319127718,9,0.059836447,249,1.655475035,8,207,8.2,13.6,-5.4,0.1,5.9,12.6,42.3,33.4,11.8,15.9,24.1,42540,7.1,75.1,287.0,97.8,7.9,6.7,0.216678913,5,32.4,26,11,51.8,37.0,11.2,12.6,14.4,4.0,6
26013,8320,8.810096154,10.91346154,12.09134615,11.77884615,12.06730769,14.48317308,15.19230769,9.663461538,5.0,73.07692308,661,7.944711538,1183,14.21875,21,0.252403846,0,0.0,375,4.507211538,-118,1010,7.5,13.5,-6.0,0.6,-8.7,11.2,43.4,30.9,14.5,15.4,21.0,43435,6.1,76.7,287.0,97.8,7.9,6.7,0.119856962,0,27.7,26,13,50.7,36.6,10.1,11.4,13.8,3.7,6
26015,61157,11.56368036,12.89631604,11.19577481,11.48192357,11.85636967,15.08085747,13.68445149,8.268881731,3.971744853,96.74280949,395,0.64587864,350,0.572297529,297,0.485635332,11,0.017986494,939,1.535392514,528,605,10.4,9.5,0.9,0.2,7.6,7.3,37.8,34.7,20.1,8.5,10.8,64121,3.4,113.2,287.0,97.8,7.9,6.7,0.881020697,0,25.0,26,15,41.9,31.4,7.9,9.1,10.6,3.0,2
26017,103923,10.43849773,11.86070456,12.21385064,11.52969025,11.62014184,14.36351914,14.13257893,8.732426893,5.108590014,94.59118771,1945,1.871577995,686,0.660104116,633,0.609104818,15,0.014433763,2342,2.253591601,-266,1439,9.9,11.2,-1.3,0.1,-1.3,10.4,34.7,36.0,18.9,15.6,24.8,50576,4.8,89.3,287.0,97.8,7.9,6.7,1.497102766,32,25.9,26,17,50.9,39.2,9.0,10.2,12.1,3.4,4
26019,17753,9.361798006,10.64045513,9.496986425,10.18982707,10.33064834,14.6961077,17.16329634,11.90784656,6.213034417,95.6739706,129,0.726637751,272,1.532135414,80,0.450628063,6,0.033797105,281,1.582831071,149,252,8.8,11.9,-3.1,-0.2,11.6,6.5,31.8,32.4,29.3,10.3,15.7,51905,5.5,91.6,287.0,97.8,7.9,6.7,0.255747673,0,33.0,26,19,41.7,30.3,9.4,9.6,12.3,3.5,5
26021,154141,11.75287561,12.40617357,11.87938316,11.47455901,11.63609942,13.88274372,13.55771664,8.449406712,4.961042163,79.57973544,22993,14.91686183,1010,0.655244224,3302,2.142194484,137,0.088879662,4034,2.617084358,-221,3488,10.8,11.1,-0.3,2.5,-3.6,10.4,28.9,33.0,27.7,15.3,21.1,51509,4.3,90.9,287.0,97.8,7.9,6.7,2.22053749,20,25.2,26,21,46.1,35.9,8.7,9.6,12.3,3.5,4
26023,43622,12.33551877,13.0071982,11.54921828,11.9710238,12.03291917,13.79808354,13.00032094,8.14497272,4.160744578,94.46838751,1004,2.30159094,230,0.527256889,319,0.731282381,12,0.027509055,848,1.943973225,199,1979,11.3,9.7,1.7,1.3,1.6,10.9,41.3,33.6,14.2,14.5,21.2,50477,3.7,89.1,287.0,97.8,7.9,6.7,0.628413507,10,23.8,26,23,51.4,36.8,9.1,10.6,12.3,3.4,5
26025,134487,12.41606995,13.13584213,12.8495691,11.89185572,11.78180791,13.37080907,12.57296244,7.490686832,4.490396841,81.51568553,15004,11.15646865,1047,0.778513908,4026,2.993597894,61,0.045357544,4721,3.510376468,129,4326,12.0,10.3,1.7,2.3,-3.0,8.9,36.4,33.5,21.2,17.3,27.6,48413,4.2,85.5,287.0,97.8,7.9,6.7,1.93740423,32,23.2,26,25,48.0,37.5,8.4,9.6,12.5,3.4,4
26027,51653,10.47373821,12.46781407,10.74284165,10.64797785,11.79989546,14.99428881,15.04462471,9.726443769,4.102375467,89.62306158,2687,5.20202118,640,1.239037423,422,0.816990301,33,0.063887867,1578,3.055001646,200,611,8.3,10.1,-1.8,0.1,5.6,12.1,33.2,35.6,19.1,11.2,17.3,55978,4.1,98.8,287.0,97.8,7.9,6.7,0.744107168,0,27.2,26,27,44.1,33.6,8.9,10.1,12.2,3.4,3
26029,26244,9.346898339,11.53406493,10.08992532,10.30711782,10.21947874,15.28349337,16.75430575,11.08443835,5.380277397,95.37418077,135,0.514403292,425,1.619417772,150,0.571559214,14,0.053345527,490,1.867093431,25,279,8.6,11.1,-2.4,1.3,2.2,6.4,29.5,33.0,31.0,10.6,16.0,54491,4.7,96.2,287.0,97.8,7.9,6.7,0.378068041,0,31.1,26,29,47.0,34.8,9.1,9.6,12.0,3.4,6
26031,25413,8.039192539,10.20343918,9.715499941,9.302325581,10.97469799,15.04348168,18.43151143,12.19848109,6.091370558,93.0980207,175,0.688623933,751,2.955180419,109,0.428914335,13,0.051154921,706,2.778105694,15,390,7.5,14.4,-6.9,0.0,7.5,9.4,37.9,32.1,20.5,13.4,25.9,48589,9.2,85.8,287.0,97.8,7.9,6.7,0.366096751,0,34.6,26,31,51.5,36.2,10.8,11.5,14.0,3.9,6
26033,37517,9.848868513,11.20292134,15.8488152,13.00210571,12.1011808,13.26332063,12.52232321,7.953727643,4.256736946,70.81589679,2518,6.711624064,6034,16.08337554,369,0.983554122,23,0.061305541,2005,5.344243943,-197,4641,8.4,9.9,-1.5,1.0,-4.8,10.2,35.0,33.8,21.0,17.1,22.4,47380,6.6,83.7,287.0,97.8,7.9,6.7,0.54046558,6,22.8,26,33,51.5,40.1,9.0,10.0,12.6,3.4,5
26035,30757,10.70325454,11.00887603,10.41714081,9.909939201,10.78128556,14.69909289,16.62385798,10.82030107,5.03625191,96.48535293,228,0.741294665,263,0.855089898,95,0.308872777,11,0.035764216,484,1.573625516,160,391,10.4,13.2,-2.8,0.2,7.9,15.3,38.2,34.4,12.1,20.6,32.4,39394,6.1,69.6,287.0,97.8,7.9,6.7,0.443081799,0,31.2,26,35,54.2,38.8,11.7,13.3,14.9,4.1,6
26037,79332,11.60439671,12.95189835,12.44894872,12.17415419,12.44264609,14.53889981,12.64180911,7.348863006,3.848384006,93.644431,1639,2.066001109,399,0.502949629,1347,1.697927696,41,0.051681541,1616,2.037009025,783,630,10.4,7.3,3.2,1.0,5.9,5.8,27.0,35.7,31.4,7.5,8.6,70967,3.2,125.3,287.0,97.8,7.9,6.7,1.142847653,2,21.9,26,37,43.2,34.3,7.1,7.7,9.8,2.8,3
26039,13901,9.215164377,10.43090425,9.323070283,9.567657003,10.13596144,16.56715344,17.36565715,11.50996331,5.884468743,96.06503129,131,0.942378246,105,0.755341342,106,0.762535069,5,0.035968635,200,1.438745414,-16,197,8.2,11.9,-3.7,0.5,2.2,11.0,33.8,36.5,18.8,13.6,26.1,46930,6.0,82.9,287.0,97.8,7.9,6.7,0.200256205,6,32.1,26,39,51.0,35.8,10.7,11.6,13.9,3.9,6
26041,35857,10.45542014,11.33669855,9.797250188,10.16537914,10.91000363,14.51599409,16.67735728,9.741473074,6.400423906,93.93144993,139,0.387650947,949,2.64662409,175,0.488049753,9,0.025099702,904,2.521125582,-39,623,8.9,12.0,-3.1,-0.1,2.2,6.1,33.3,39.1,21.5,12.4,17.4,49292,5.3,87.0,287.0,97.8,7.9,6.7,0.516551811,9,30.2,26,41,48.8,36.0,10.1,10.8,13.2,3.7,5
26043,25383,10.83402277,11.31859906,10.29429145,11.11767719,10.54248907,15.15581295,15.30945909,9.206949533,6.220698893,96.36370799,130,0.512153804,248,0.977031872,152,0.598825986,16,0.063034314,377,1.485246031,-45,433,10.9,12.0,-1.1,0.0,-0.6,5.2,33.8,34.5,26.5,10.8,15.1,52348,3.8,92.4,287.0,97.8,7.9,6.7,0.365664574,6,29.0,26,43,48.2,33.5,9.3,9.8,12.0,3.4,5
