fips,TOT_POP,0-9 y/o % of total pop,10-19 y/o % of total pop,20-29 y/o % of total pop,30-39 y/o % of total pop,40-49 y/o % of total pop,50-59 y/o % of total pop,60-69 y/o % of total pop,70-79 y/o % of total pop,80+ y/o % of total pop,% White-alone,Black-alone pop,% Black-alone,Native American/American Indian-alone pop,% NA/AI-alone,Asian-alone pop,% Asian-alone,Hawaiian/Pacific Islander-alone pop,% Hawaiian/PI-alone,Two or more races pop,% Two or more races,N_POP_CHG_2018,GQ_ESTIMATES_2018,R_birth_2018,R_death_2018,R_NATURAL_INC_2018,R_INTERNATIONAL_MIG_2018,R_DOMESTIC_MIG_2018,Percent of adults with less than a high school diploma 2014-18,Percent of adults with a high school diploma only 2014-18,Percent of adults completing some college or associate's degree 2014-18,Percent of adults with a bachelor's degree or higher 2014-18,PCTPOVALL_2018,PCTPOV017_2018,MEDHHINC_2018,Unemployment_rate_2018,Med_HH_Income_Percent_of_State_Total_2018,Active Physicians per 100000 Population 2018 (AAMC),Active Primary Care Physicians per 100000 Population 2018 (AAMC),Active General Surgeons per 100000 Population 2018 (AAMC),Active Patient Care General Surgeons per 100000 Population 2018 (AAMC),Total Hospitals (2019),ICU Beds_x,Percent of Population Aged 60+,STATE_FIPS,CNTY_FIPS,anycondition_prevalence,Obesity_prevalence,Heart disease_prevalence,COPD_prevalence,diabetes_prevalence,CKD_prevalence,Urban_rural_code
26045,109826,11.03745925,12.09822811,12.93955894,12.48429334,11.58377798,14.11596525,13.38754029,8.196601898,4.156574946,87.4556116,7684,6.996521771,586,0.533571286,2710,2.467539563,38,0.034600186,2759,2.512155592,349,1770,10.2,8.9,1.2,1.4,0.6,6.1,28.0,39.1,26.8,9.3,12.2,66716,3.5,117.8,287.0,97.8,7.9,6.7,1.582140704,0,24.0,26,45,43.3,35.1,7.3,8.1,10.8,3.0,3
26047,33308,9.817461271,11.55278011,11.28257476,10.98234658,11.2915816,14.22481086,16.21532365,9.499219407,5.133901765,92.41323406,254,0.762579561,1271,3.815900084,199,0.597454065,43,0.129098115,760,2.281734118,181,505,8.6,9.3,-0.7,0.5,5.7,6.2,24.5,35.6,33.7,8.3,11.4,58891,5.9,104.0,287.0,97.8,7.9,6.7,0.479831211,58,28.1,26,47,42.8,32.0,8.6,9.0,10.9,3.2,6
26049,406892,11.99237144,12.90194941,12.94422107,11.41924638,12.21405189,13.98405474,12.69526066,7.547457311,4.3013871,75.37749575,82406,20.25254859,2300,0.565260561,4281,1.052121939,107,0.026296904,11093,2.72627626,-781,5860,11.4,11.2,0.2,0.5,-2.6,9.6,31.9,37.6,20.9,18.8,28.9,48370,4.9,85.4,287.0,97.8,7.9,6.7,5.86163928,151,22.7,26,49,47.6,35.8,8.5,10.5,12.6,3.5,3
26051,25337,10.24193867,10.45901251,9.326281722,9.113154675,10.39586376,14.96230809,17.41326913,12.20744366,5.880727789,97.26092276,134,0.528870821,159,0.627540751,109,0.430200892,8,0.031574377,284,1.120890397,100,289,10.4,15.0,-4.5,0.1,8.5,13.3,39.6,33.3,13.8,15.6,26.8,44635,5.6,78.8,287.0,97.8,7.9,6.7,0.365001903,0,33.7,26,51,49.8,37.0,11.6,12.8,14.7,4.1,6
26053,15096,8.26709062,9.320349762,11.20826709,10.85718071,11.03603604,14.88473768,16.71303657,10.82405935,6.889242183,91.11022787,590,3.908320085,442,2.927927928,56,0.370959195,8,0.052994171,246,1.629570747,-242,1313,7.9,14.2,-6.3,0.2,-9.9,6.7,37.6,35.9,19.8,17.5,26.8,39934,5.1,70.5,287.0,97.8,7.9,6.7,0.217471237,5,32.2,26,53,51.6,36.2,10.7,11.3,13.9,3.9,6
26055,92573,10.69318268,11.66754885,11.61569788,12.55441651,11.65242565,14.03324944,14.74187938,8.381493524,4.660106078,95.12492843,694,0.749678632,1232,1.330841606,731,0.789647089,53,0.057252115,1803,1.947652123,777,1455,9.9,9.2,0.7,0.2,7.6,4.8,24.4,35.7,35.1,9.5,11.5,64591,3.7,114.0,287.0,97.8,7.9,6.7,1.333595974,20,25.2,26,55,37.5,28.1,7.6,8.2,9.9,3.0,5
26057,40599,10.23670534,12.7835661,14.64568093,12.68996773,12.42395133,13.55698416,11.51998818,7.347471613,4.795684623,91.34215128,2412,5.94103303,296,0.729081997,227,0.559127072,17,0.041872953,563,1.386733663,-412,5423,8.9,10.6,-1.6,0.1,-8.6,9.4,40.4,36.1,14.0,16.2,20.8,48988,4.7,86.5,287.0,97.8,7.9,6.7,0.584864517,0,22.2,26,57,51.4,42.3,8.7,10.0,11.9,3.3,5
26059,45749,11.57183764,13.29427966,11.84943933,10.38711229,11.50626243,13.90194321,14.3478546,8.679971147,4.461299701,96.68189469,313,0.68416796,278,0.607663556,225,0.491814029,15,0.032787602,687,1.501672168,-94,1579,12.1,10.6,1.6,0.0,-3.6,11.7,38.5,32.8,17.0,13.5,20.0,50388,4.0,89.0,287.0,97.8,7.9,6.7,0.659054824,4,25.3,26,59,46.2,33.2,9.4,10.8,12.1,3.4,5
26061,36219,10.56627737,16.14898258,20.63833899,9.368011265,9.152654684,10.74574119,11.51605511,7.50987051,4.354068307,93.25492145,339,0.935972832,256,0.706811342,1199,3.310417184,16,0.044175709,633,1.747701483,-178,3047,9.6,9.5,0.1,4.4,-9.4,7.2,33.7,25.9,33.2,19.0,15.5,42282,5.1,74.7,287.0,97.8,7.9,6.7,0.521766742,5,22.4,26,61,39.9,31.2,7.8,8.6,10.2,3.0,5
26063,31166,10.27722518,10.94461914,9.821600462,9.908233331,10.31572868,14.8495155,16.60463325,10.84194314,6.436501316,97.50689854,173,0.555092088,125,0.401078098,187,0.600012835,4,0.012834499,288,0.924083938,-105,524,10.0,14.6,-4.6,0.3,1.1,11.1,42.2,31.3,15.5,12.6,18.4,45817,4.6,80.9,287.0,97.8,7.9,6.7,0.448973806,4,32.0,26,63,48.8,36.4,10.4,11.1,13.1,3.7,6
26065,292735,11.09672571,14.27980938,21.66942798,12.29576238,10.50916358,11.00585854,10.43742634,5.705501563,3.000324526,75.57142125,35762,12.21650981,1863,0.636411772,21427,7.31958939,198,0.067637966,12261,4.188429809,408,17194,11.5,7.6,3.9,6.8,-9.4,7.3,21.7,32.5,38.5,18.1,19.1,52837,3.6,93.3,287.0,97.8,7.9,6.7,4.217106688,219,18.0,26,65,35.5,29.6,6.0,7.1,9.1,2.7,3
26067,64210,11.79722785,12.7674817,14.07257437,13.11633702,13.16773088,13.91060582,11.56361937,6.545709391,3.058713596,92.53075845,2995,4.664382495,439,0.683694129,307,0.478118673,22,0.034262576,1033,1.608783679,-19,5134,10.9,8.4,2.5,0.0,-2.8,9.9,39.6,34.4,16.1,9.9,12.4,61667,3.4,108.9,287.0,97.8,7.9,6.7,0.925001863,2,20.1,26,67,45.1,36.6,7.5,9.1,10.7,2.9,5
26069,25081,8.811450899,9.254016985,9.198197839,8.954985846,9.616841434,14.85985407,18.91471632,13.33280172,7.057134883,95.31517882,192,0.765519716,242,0.964873809,219,0.873170926,13,0.051832064,509,2.029424664,-41,400,8.2,15.5,-7.4,0.3,5.4,11.1,37.8,34.9,16.3,15.1,27.5,41256,6.4,72.8,287.0,97.8,7.9,6.7,0.361313997,4,37.2,26,69,52.0,37.5,11.7,12.5,14.9,4.2,6
26071,11117,8.932265899,9.32805613,7.942790321,8.554466133,9.507960781,14.97706216,19.83448772,12.38643519,8.536475668,95.8801835,46,0.413780696,166,1.493208599,55,0.494737789,2,0.017990465,189,1.700098948,-2,355,8.5,16.6,-8.1,0.1,8.0,8.0,43.8,29.4,18.8,14.2,24.7,40959,5.6,72.3,287.0,97.8,7.9,6.7,0.160150221,3,37.9,26,71,53.1,36.7,12.1,12.5,15.1,4.2,6
26073,70562,9.276947932,16.04262918,26.32295003,10.57509708,9.242935291,10.52266092,9.89059267,5.195430969,2.930755931,87.97936566,1929,2.73376605,2857,4.048921516,1386,1.964230039,29,0.041098608,2281,3.232618123,-563,5846,8.5,6.5,2.0,3.0,-13.2,8.4,31.5,31.0,29.2,23.4,16.8,47056,3.9,83.1,287.0,97.8,7.9,6.7,1.016508044,8,16.5,26,73,41.6,34.2,6.7,8.2,9.3,2.7,5
26075,158823,11.47126046,12.41255989,13.10767332,11.75522437,12.22367038,14.20386216,12.95215428,7.600914225,4.272680909,87.62584764,12939,8.146804934,667,0.419964363,1495,0.941299434,83,0.052259433,4469,2.813824194,133,8665,10.9,10.3,0.7,0.5,-0.3,9.4,33.0,36.3,21.4,13.7,19.9,52047,3.9,91.9,287.0,97.8,7.9,6.7,2.287985842,51,22.7,26,75,45.4,36.1,8.4,9.5,11.3,3.2,4
26077,264870,11.99380828,13.07433835,19.4574697,12.35398497,11.03937781,11.34405557,10.7939744,6.301204364,3.641786537,81.2734549,31383,11.84845396,1375,0.519122588,7428,2.804394609,165,0.062294711,9250,3.492279231,1869,8460,11.8,8.3,3.5,1.6,2.0,6.4,22.0,33.5,38.1,14.4,16.5,55881,3.4,98.7,287.0,97.8,7.9,6.7,3.815686708,34,19.8,26,77,41.3,30.6,6.5,7.5,9.7,2.8,3
26079,17824,11.04690305,11.98945242,10.71588869,11.61916517,11.57989228,14.81710054,14.79465889,9.706014363,3.730924596,95.51166966,114,0.639587074,179,1.004263914,120,0.673249551,4,0.022441652,383,2.148788151,229,138,9.1,10.2,-1.1,0.6,13.4,13.3,41.4,33.5,11.9,14.1,21.8,46068,5.9,81.3,287.0,97.8,7.9,6.7,0.256770491,0,27.1,26,79,48.7,36.7,9.8,11.5,13.0,3.6,5
26081,653786,13.36064094,13.36354709,15.26753402,14.2350861,11.6938876,12.50240905,10.63069567,5.563135338,3.383064183,82.2660626,68909,10.53999321,4954,0.7577403,21908,3.350943581,528,0.080760371,19643,3.004499943,4555,11539,13.4,7.3,6.0,2.2,-1.2,9.7,24.4,30.7,35.2,11.3,14.6,61675,3.0,108.9,287.0,97.8,7.9,6.7,9.418365802,150,18.2,26,81,40.0,31.5,6.5,7.2,9.9,2.8,1
26083,2113,7.430194037,8.991954567,7.004259347,6.95693327,9.133932797,13.582584,21.67534311,17.93658306,7.288215807,97.82300047,7,0.331282537,7,0.331282537,2,0.094652153,0,0.0,30,1.4197823,11,10,9.0,9.0,0.0,0.0,5.7,3.9,32.8,32.8,30.4,12.0,18.6,51641,6.9,91.2,287.0,97.8,7.9,6.7,0.030439635,0,42.5,26,83,50.2,33.9,11.5,10.7,14.2,4.1,5
26085,11881,8.81238953,8.837639929,8.214796734,8.559885532,10.54625032,15.69733187,20.86524703,12.5410319,5.925427153,87.1980473,1028,8.652470331,114,0.959515192,36,0.303004798,2,0.0168336,341,2.870128777,-103,370,8.3,13.5,-5.2,0.7,-4.2,17.0,42.6,29.1,11.3,22.3,36.4,36044,6.9,63.6,287.0,97.8,7.9,6.7,0.171156317,0,35.8,26,85,57.5,39.3,13.5,15.1,17.8,4.9,6
26087,88028,10.28990776,12.62439224,11.44522197,10.71363657,12.31994365,16.49134366,14.31362748,8.112191575,3.689735084,96.10919253,1075,1.221202345,456,0.518016995,596,0.6770573,12,0.013632026,1286,1.460898805,-155,1618,8.8,9.9,-1.1,0.4,-1.0,9.3,35.7,37.2,17.8,10.1,13.9,65209,5.2,115.1,287.0,97.8,7.9,6.7,1.268121228,10,23.6,26,87,48.7,36.7,8.3,9.6,11.1,3.1,2
26089,21764,8.36702812,9.405440176,8.872449917,9.0286712,9.253813637,14.032347,20.36849844,13.25583532,7.415916192,92.8781474,153,0.702995773,813,3.735526558,149,0.684616798,10,0.045947436,425,1.952766036,88,284,8.0,10.3,-2.3,0.6,5.8,4.8,21.8,30.6,42.8,7.0,10.6,67349,4.2,118.9,287.0,97.8,7.9,6.7,0.313529677,0,38.4,26,89,44.0,31.3,9.2,8.7,11.6,3.4,5
26091,98266,11.00787658,12.82437466,12.31656931,11.55842306,12.29825168,13.82675595,13.53977978,8.27549712,4.352471862,93.72723017,2937,2.988826247,604,0.614658173,494,0.502717115,41,0.041723485,2088,2.124844809,-216,5120,10.4,10.1,0.3,0.6,-3.1,9.2,37.1,32.8,20.9,10.4,14.0,55762,4.1,98.4,287.0,97.8,7.9,6.7,1.415608676,0,24.2,26,91,48.2,35.9,8.4,9.5,11.6,3.2,5
26093,191224,10.57712421,13.02242396,11.24545036,11.15759528,12.70028867,16.55179266,13.54693971,7.733338911,3.465046229,96.39951052,1235,0.645839434,930,0.486340627,1857,0.971112413,124,0.064845417,2739,1.432351588,1338,1392,9.3,8.1,1.2,0.4,5.5,4.6,25.9,34.7,34.8,5.0,5.5,84048,3.3,148.4,287.0,97.8,7.9,6.7,2.754750916,8,22.3,26,93,39.5,31.8,6.9,7.5,8.9,2.7,2
26095,6283,8.562788477,9.6928219,12.89193061,13.06700621,13.25799777,13.89463632,14.08562788,8.928855642,5.61833519,79.1660035,725,11.53907369,341,5.427343626,16,0.254655419,4,0.063663855,223,3.549259908,-75,1172,6.8,13.6,-6.8,0.5,-5.7,12.0,38.5,33.2,16.3,20.7,26.8,43196,6.2,76.3,287.0,97.8,7.9,6.7,0.090512174,0,28.2,26,95,51.0,38.0,9.8,10.7,13.3,3.6,6
26097,10787,7.861314545,9.68758691,9.854454436,8.769815519,11.00398628,15.42597571,18.6984333,12.37600816,6.322425141,74.30240104,337,3.124130898,1794,16.63113006,80,0.741633448,2,0.018540836,559,5.182163716,31,95,7.9,12.1,-4.2,2.0,5.0,9.8,34.3,34.1,21.8,13.4,20.8,46645,9.7,82.4,287.0,97.8,7.9,6.7,0.155396279,0,35.2,26,97,53.6,37.8,11.4,11.9,15.1,4.2,6
26099,874759,11.10591603,12.02171112,13.36585277,12.199703,12.75471301,14.69570476,12.33322549,7.25434091,4.268832901,80.81311538,107028,12.23514134,2882,0.329462172,36296,4.14925711,299,0.034180843,21334,2.438843156,2783,7517,10.6,9.7,0.9,2.7,-0.3,10.3,29.7,35.4,24.5,11.0,16.0,62191,4.0,109.8,287.0,97.8,7.9,6.7,12.60167739,122,22.3,26,99,44.8,33.8,7.6,8.3,11.7,3.0,2
26101,24528,8.651337247,10.59605349,11.04859752,9.695042401,10.4574364,14.65264188,17.5921396,11.31767776,5.989073712,91.67074364,846,3.449119374,553,2.25456621,103,0.419928245,16,0.065231572,525,2.140410959,107,1369,9.8,12.7,-2.8,0.3,6.9,9.4,36.1,34.5,20.0,13.1,21.9,47401,5.7,83.7,287.0,97.8,7.9,6.7,0.353347542,0,32.8,26,101,48.4,35.4,10.0,10.7,13.3,3.7,6
26103,66516,9.920921282,12.19706537,17.43189609,11.3311083,10.38998136,12.36243911,13.80419749,7.844729088,4.717661916,93.33994828,1039,1.562030188,1311,1.970954357,548,0.823861928,20,0.030067954,1512,2.27313729,-49,4101,9.7,10.2,-0.5,0.7,-0.9,4.7,31.5,32.3,31.5,14.1,14.8,54093,4.9,95.5,287.0,97.8,7.9,6.7,0.958221834,30,24.5,26,103,46.2,33.9,7.9,8.6,10.4,3.0,5
26105,29100,10.69415808,11.50515464,10.43642612,10.58762887,10.48797251,14.09965636,16.52920962,10.11340206,5.546391753,95.32302405,268,0.920962199,317,1.089347079,232,0.797250859,0,0.0,544,1.869415808,77,442,9.3,10.5,-1.3,0.4,3.6,7.6,33.5,35.7,23.2,12.1,18.6,51083,4.9,90.2,287.0,97.8,7.9,6.7,0.419211248,6,30.1,26,105,51.9,39.0,9.9,10.5,12.8,3.6,5
26107,43545,9.734757148,14.9385693,18.45906533,9.67045585,9.574003904,12.57779309,12.81892295,8.352279251,3.874153175,92.9796762,1243,2.854518314,356,0.817545068,392,0.900218165,22,0.050522448,1044,2.397519807,187,3342,8.8,8.4,0.4,1.4,2.4,10.5,36.2,31.4,21.9,18.4,20.7,45804,5.0,80.9,287.0,97.8,7.9,6.7,0.627304254,4,23.8,26,107,43.3,34.6,8.4,9.7,11.0,3.2,5
26109,22983,9.259017535,10.96897707,9.650611321,9.981290519,10.99508332,15.59848584,16.77761824,10.46425619,6.304659966,94.08693382,152,0.661358395,708,3.080537789,101,0.43945525,8,0.034808337,390,1.696906409,-24,382,8.1,10.7,-2.7,-0.2,1.9,7.6,42.8,32.9,16.7,12.4,17.3,46486,4.0,82.1,287.0,97.8,7.9,6.7,0.33109045,0,30.7,26,109,48.2,36.7,10.1,10.9,13.1,3.7,5
26111,83209,11.06971602,12.64646853,12.11527599,12.23184992,11.80881876,14.86978572,12.67170619,7.549664099,5.036714778,93.89729476,1183,1.421721208,444,0.533596125,2007,2.411998702,67,0.080520136,1377,1.654869065,-36,1274,9.8,8.9,0.8,1.3,-2.6,5.7,29.0,31.2,34.0,11.3,13.5,58057,4.0,102.5,287.0,97.8,7.9,6.7,1.198699269,26,23.0,26,111,40.6,33.6,7.5,8.1,9.9,3.0,4
26113,15113,12.64474294,12.3006683,11.18904255,10.91113611,10.40825779,14.23277973,14.36511613,9.197379739,4.750876729,96.04975849,92,0.608747436,135,0.893270694,111,0.734467015,2,0.01323364,257,1.700522729,82,194,12.0,10.7,1.3,0.7,3.5,11.2,42.0,33.6,13.2,12.9,21.1,48413,5.0,85.5,287.0,97.8,7.9,6.7,0.217716137,0,26.9,26,113,48.9,36.1,10.0,11.4,13.4,3.6,5
26115,150439,11.08622099,12.4628587,11.89718092,11.31222622,12.39838074,15.18688638,13.69325773,7.706113441,4.25687488,94.35186355,3971,2.63960808,565,0.375567506,1095,0.727869768,42,0.027918292,2824,1.877172808,847,1463,10.0,9.7,0.3,0.2,5.2,8.8,36.1,36.0,19.1,10.0,13.5,62522,4.2,110.4,287.0,97.8,7.9,6.7,2.167206904,0,23.5,26,115,46.4,35.7,8.2,9.2,11.0,3.1,4
26117,63968,11.92314907,12.47498749,12.31396948,12.15607804,12.50156328,14.06015508,12.90488994,7.588169085,4.077038519,94.75987994,1603,2.50594047,396,0.61905953,262,0.40957979,27,0.042208604,1064,1.663331666,424,3055,11.0,9.6,1.5,0.2,5.0,12.1,39.9,35.0,13.0,14.3,19.9,50396,4.2,89.0,287.0,97.8,7.9,6.7,0.921515639,12,22.7,26,117,54.1,41.8,8.9,10.6,12.2,3.3,2
26119,9265,7.468969239,9.163518618,7.382622774,7.98704803,9.228278467,15.15380464,22.30976794,14.09606044,7.209929843,96.8159741,44,0.474905559,69,0.744738262,23,0.248246087,1,0.010793308,158,1.705342688,36,156,6.9,18.1,-11.1,0.3,14.6,13.2,43.1,30.9,12.8,18.2,32.2,40650,8.6,71.8,287.0,97.8,7.9,6.7,0.133470523,0,39.5,26,119,54.4,36.8,12.6,13.4,15.9,4.4,6
26121,173588,12.50201627,12.80848907,12.89374842,12.46284305,11.73641035,13.57409498,12.82865175,7.238403576,3.955342535,81.1035325,24541,14.13749798,1720,0.990851902,1191,0.686107335,73,0.042053598,5277,3.039956679,-68,5490,11.9,10.1,1.8,0.4,-2.6,9.2,34.5,37.3,19.1,15.7,21.9,49960,4.5,88.2,287.0,97.8,7.9,6.7,2.500688731,37,22.0,26,121,48.8,38.6,8.7,9.8,13.4,3.4,4
26123,48892,11.74629796,12.87122638,11.39654749,10.98748261,11.07952221,15.09858464,14.13523685,8.389920641,4.295181216,95.74981592,611,1.249693201,405,0.828356377,242,0.494968502,13,0.026589217,807,1.650576781,567,557,11.3,10.7,0.5,0.4,10.8,13.2,40.3,30.6,15.9,15.6,23.0,48860,4.3,86.3,287.0,97.8,7.9,6.7,0.70433252,9,25.5,26,123,49.9,36.0,9.8,11.0,13.0,3.6,6
26125,1259201,11.03930191,12.13110536,12.8251963,12.76261693,13.06225138,14.50959775,12.46735033,7.199962516,4.002617533,75.3258614,176647,14.02849902,3983,0.316311693,101348,8.048595895,430,0.034148639,28289,2.246583349,3019,13244,10.6,8.6,2.0,4.5,-4.0,6.1,18.8,28.7,46.4,8.2,9.6,80319,3.3,141.8,287.0,97.8,7.9,6.7,18.13990455,409,22.1,26,125,37.2,27.5,6.3,6.6,10.0,2.7,2
26127,26625,12.09765258,13.00657277,10.97464789,10.62535211,10.63286385,14.38873239,14.49765258,9.23943662,4.537089202,95.07230047,337,1.2657277,428,1.607511737,89,0.334272301,11,0.041314554,447,1.678873239,167,303,11.3,10.0,1.3,1.5,3.5,14.1,35.4,31.7,18.8,15.5,23.3,50374,6.1,88.9,287.0,97.8,7.9,6.7,0.383556683,0,27.4,26,127,49.7,38.6,10.1,11.3,13.7,3.8,6
26129,20952,9.588583429,10.76269569,9.588583429,9.521764032,10.02768232,14.91981672,18.069874,11.79839633,5.722604047,96.40607102,72,0.343642612,204,0.973654066,154,0.735013364,8,0.038182512,315,1.503436426,8,244,9.2,13.6,-4.4,0.8,4.1,14.5,39.0,34.5,12.1,15.9,26.6,41201,7.0,72.7,287.0,97.8,7.9,6.7,0.301832098,10,32.3,26,129,53.9,39.7,11.8,13.0,14.8,4.1,6
26131,5795,5.711820535,8.507333909,5.780845557,6.540120794,9.318377912,17.01466782,22.64020708,16.18636756,8.300258844,95.97929249,19,0.327868853,87,1.501294219,39,0.67299396,1,0.017256255,87,1.501294219,-80,83,5.3,19.0,-13.7,0.7,-0.5,7.4,40.7,34.4,17.5,14.1,25.0,40798,7.8,72.0,287.0,97.8,7.9,6.7,0.083482102,0,44.6,26,131,52.6,36.3,13.0,13.1,16.1,4.5,6
26133,23341,11.30200077,13.09284092,10.74504092,10.87357011,10.87785442,14.21961356,14.48524056,9.541150765,4.862687974,95.98560473,205,0.87828285,163,0.698341973,81,0.347028833,12,0.051411679,476,2.039329934,87,454,10.0,10.7,-0.7,0.5,3.9,11.8,44.3,30.1,13.8,17.6,25.2,45607,4.4,80.5,287.0,97.8,7.9,6.7,0.336247757,4,26.9,26,133,49.2,35.2,10.4,12.0,13.8,3.8,6
26135,8276,10.7781537,10.31899468,8.832769454,8.736104398,8.591106815,15.17641373,19.29676172,12.42145964,5.848235863,96.66505558,39,0.471242146,82,0.99081682,16,0.193330111,5,0.06041566,134,1.619139681,13,65,10.9,13.5,-2.7,0.0,4.2,16.7,37.6,35.0,10.7,17.1,28.2,38927,6.4,68.7,287.0,97.8,7.9,6.7,0.119223103,0,34.9,26,135,52.6,36.9,12.1,13.3,15.1,4.2,6
26137,24665,11.30346645,12.03324549,11.51429151,10.64261099,10.95073991,14.7861342,14.72126495,9.089803365,4.958443138,95.75106426,134,0.543279951,227,0.920332455,217,0.879789175,11,0.044597608,459,1.86093655,96,347,9.9,11.3,-1.4,0.6,4.7,7.9,33.9,34.0,24.2,11.4,16.3,51292,5.2,90.6,287.0,97.8,7.9,6.7,0.355321149,4,27.0,26,137,47.6,35.4,9.2,10.1,11.9,3.4,6
26139,290494,12.94209175,15.26193312,15.46159301,12.09801235,11.2601293,12.25980571,10.61984069,6.408049736,3.688544342,92.50001721,5494,1.891261093,1708,0.587963951,8737,3.00763527,138,0.047505284,5710,1.96561719,3572,9069,11.8,6.7,5.1,1.4,5.9,7.4,28.6,30.6,33.5,6.8,5.7,70420,2.8,124.3,287.0,97.8,7.9,6.7,4.1848231,22,19.4,26,139,37.1,27.8,6.4,6.9,8.8,2.6,2
26141,12738,8.195949129,9.428481708,8.101742817,8.133144921,9.67969854,14.71973622,20.64688334,13.3851468,7.709216518,96.66352646,77,0.604490501,123,0.965614696,74,0.580938923,6,0.047103156,145,1.138326268,-32,230,8.3,14.3,-6.0,0.3,3.2,10.9,39.4,32.4,17.3,14.2,23.2,45502,8.0,80.3,287.0,97.8,7.9,6.7,0.183502161,0,40.0,26,141,53.4,35.5,11.7,12.0,14.7,4.1,6
26143,23884,7.569921286,8.662703065,7.749958131,7.946742589,9.106514822,15.12309496,21.7677106,15.18171161,6.891642941,96.29459052,143,0.598727181,231,0.967174678,165,0.690839055,6,0.02512142,340,1.423547145,109,277,6.9,16.0,-9.1,0.0,13.6,10.1,40.7,34.3,14.9,17.1,33.3,38613,7.8,68.2,287.0,97.8,7.9,6.7,0.344070153,0,41.3,26,143,57.9,41.2,12.8,13.2,15.8,4.4,6
26145,190800,11.45545073,12.75890985,13.43081761,11.16352201,11.29926625,13.62631027,13.17872117,8.152515723,4.934486373,76.20702306,36912,19.34591195,1115,0.584381551,2832,1.48427673,104,0.054507338,4434,2.323899371,-1196,6728,11.1,11.2,-0.1,1.1,-7.2,10.5,33.6,34.8,21.1,17.0,23.9,48805,4.8,86.2,287.0,97.8,7.9,6.7,2.748642821,133,24.5,26,145,50.7,41.4,8.7,9.6,13.2,3.5,4
26147,159337,10.52046919,12.4472031,11.51082297,10.76648864,12.38004983,15.90026171,13.97290021,8.210271312,4.29153304,93.96248203,4059,2.547430917,884,0.554798948,1086,0.681574273,45,0.028242028,3546,2.225471799,124,1999,9.5,10.8,-1.3,0.3,1.8,9.5,34.4,37.8,18.3,13.8,19.6,56557,4.7,99.9,287.0,97.8,7.9,6.7,2.295390467,23,24.4,26,147,49.0,36.3,8.7,9.9,11.7,3.3,2
26149,61043,13.14810871,13.52489229,11.88178825,11.58363776,11.37722589,13.5379978,12.95480235,7.666726734,4.324820209,93.6815032,1576,2.581786609,351,0.575004505,418,0.6847632,12,0.019658274,1500,2.457284209,224,765,12.3,9.5,2.8,0.4,0.5,12.9,38.2,33.2,15.7,13.6,17.9,52689,3.7,93.0,287.0,97.8,7.9,6.7,0.879378426,8,23.7,26,149,45.7,33.7,8.9,10.4,12.5,3.4,5
26151,41182,11.15293089,12.36462532,10.6017192,10.30061677,11.19421106,14.77344471,15.2493808,9.261327765,5.10174348,97.22451557,245,0.594920111,246,0.597348356,158,0.383662765,12,0.029138944,482,1.170414259,-37,565,10.3,12.0,-1.7,0.1,0.8,12.1,41.5,32.2,14.2,15.9,22.0,46184,5.1,81.5,287.0,97.8,7.9,6.7,0.593263148,0,27.4,26,151,48.1,36.9,10.1,11.4,13.0,3.7,6
26153,8068,8.824987605,9.977689638,8.775409023,8.20525533,11.14278632,16.13782846,19.01338622,11.39067923,6.531978185,86.22954883,36,0.446207239,751,9.30837878,20,0.24789291,0,0.0,304,3.767972236,22,140,8.3,13.4,-5.1,0.0,7.8,9.9,44.3,30.0,15.8,13.2,22.0,44887,7.1,79.2,287.0,97.8,7.9,6.7,0.116226679,0,35.1,26,153,52.9,36.2,11.7,12.9,15.2,4.2,6
26155,68192,10.82824965,12.79915533,12.10992492,11.140603,12.08499531,15.19679728,13.58663773,8.052264195,4.201372595,96.47319334,492,0.721492257,388,0.568981699,384,0.563115908,53,0.077721727,1088,1.595495073,-267,821,10.4,10.7,-0.3,0.1,-3.7,7.6,36.3,39.0,17.2,10.8,15.3,54149,4.3,95.6,287.0,97.8,7.9,6.7,0.982366097,7,23.8,26,155,48.2,37.6,8.2,9.4,11.0,3.1,5
26157,52516,10.39492726,12.06489451,11.25371315,10.9490441,11.82115927,15.25439866,14.43179222,9.088658694,4.741412141,96.33064209,686,1.306268566,333,0.634092467,169,0.321806688,22,0.041891995,717,1.365298195,-278,1078,9.6,12.3,-2.7,0.1,-2.7,10.7,41.7,34.0,13.6,12.7,17.8,51113,5.5,90.2,287.0,97.8,7.9,6.7,0.756539446,0,26.2,26,157,49.6,36.7,9.5,11.0,12.9,3.5,6
26159,75448,12.28395716,13.21307391,11.08047927,11.52714452,11.87175273,14.29858976,14.06266568,7.778867564,3.883469409,91.44708939,3012,3.992153536,899,1.191549146,542,0.71837557,39,0.051691231,1961,2.59914113,102,877,10.9,10.7,0.2,0.5,0.7,12.8,31.9,34.4,20.9,15.3,23.2,57363,4.8,101.3,287.0,97.8,7.9,6.7,1.086895197,0,24.2,26,159,47.1,37.0,9.0,10.3,12.7,3.5,3
